id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
6069,The Witches of Eastwick,1987,118,$22000000,$17707309,Low,$63766510,"Comedy, Fantasy"
24961,The Wiz,1978,134,$24000000,$9276496,Low,$21049053,"Adventure, Family, Fantasy, Music"
183,The Wizard,1989,100,$6000000,$3666281,Low,$14278900,"Adventure, Comedy, Drama, Family"
780382,The Wolf and the Lion,2021,99,$11900000,$7471350,Low,$15300000,"Family, Adventure"
652004,The Wolf of Snow Hollow,2020,84,$2000000,$4782040,Low,$239828,"Horror, Thriller"
106646,The Wolf of Wall Street,2013,180,$100000000,$201355779,High,$392000000,"Crime, Drama, Comedy"
76170,The Wolverine,2013,126,$120000000,$241626935,High,$415440673,"Action, Science Fiction, Adventure, Fantasy"
65086,The Woman in Black,2012,95,$17000000,$24230912,Mid,$127730736,"Drama, Horror, Thriller"
288158,The Woman in Black 2: Angel of Death,2014,98,$15000000,$27272994,Mid,$48854305,"Thriller, Horror, Drama"
5968,The Woman in Red,1984,87,$9000000,$6172656,Low,$25308147,"Comedy, Romance"
724495,The Woman King,2022,135,$50000000,$18428083,Low,$97250903,"Action, Drama, History"
13972,The Women,2008,114,$16000000,$12292568,Low,$50007546,"Comedy, Romance"
128578,The Women of Brewster Place,1989,178,$1200000,$733256,Low,$100000,Drama
16158,The Wood,1999,106,$6000000,$8088177,Low,$25059640,"Comedy, Drama, Romance"
83686,The Words,2012,96,$6000000,$8552086,Low,$13231461,"Drama, Thriller"
36046,The Work and the Glory,2004,110,$7500000,$8262788,Low,$3347647,"Drama, Romance"
14631,The Work and the Glory II: American Zion,2005,100,$6500000,$5650853,Low,$2025032,"Drama, Western"
32523,The Work and the Glory III: A House Divided,2006,89,$6500000,$5943040,Low,$1325092,"Drama, Western"
11307,The World According to Garp,1982,136,$17000000,$8177856,Low,$29712172,"Drama, Comedy"
36643,The World Is Not Enough,1999,128,$135000000,$181983982,High,$361832400,"Adventure, Action, Thriller"
107985,The World's End,2013,109,$20000000,$40271156,Mid,$46089287,"Comedy, Action, Science Fiction"
359348,The Worst Movie Ever!,2011,76,$1100,$1028,Low,$25206,"Music, Comedy, Action, Science Fiction, Drama, Horror"
10017,The Wraith,1986,93,$2700000,$4195742,Low,$3500000,"Action, Science Fiction"
12163,The Wrestler,2008,109,$6000000,$4609713,Low,$44734660,"Drama, Romance"
846,The X Files,1998,121,$66000000,$125408288,High,$189198313,"Mystery, Science Fiction, Thriller"
8836,The X Files: I Want to Believe,2008,104,$30000000,$23048566,Mid,$69363381,"Drama, Mystery, Science Fiction, Thriller"
11541,The Year of Living Dangerously,1982,115,$6000000,$2886302,Low,$1317657,"Romance, Drama"
22556,The Yellow Handkerchief,2009,102,$15000000,$68651752,Mid,$317000,"Drama, Romance"
157841,The Young and Prodigious T.S. Spivet,2013,105,$33000000,$66447407,Mid,$9494789,"Adventure, Drama, Family"
318850,The Young Messiah,2016,120,$18500000,$43252174,Mid,$6490401,"Drama, History"
18320,The Young Victoria,2009,105,$35000000,$160187422,High,$29196409,"Drama, History, Romance"
157834,The Zero Theorem,2013,107,$8500000,$17115241,Low,$770706,"Drama, Fantasy, Science Fiction"
11345,The Zodiac,2005,92,$1000000,$869362,Low,$86872,"Crime, Drama, Thriller, Horror"
25035,The Zombie Diaries,2006,81,$9300,$8503,Low,$2000000,"Horror, Action, Thriller"
289222,The Zookeeper's Wife,2017,126,$20000000,$27693642,Mid,$26152835,"Drama, History, War"
340101,Their Finest,2017,117,$11795877,$16333540,Low,$3603484,"Romance, War, Drama"
1541,Thelma & Louise,1991,130,$16000000,$11143519,Low,$45361000,"Drama, Thriller, Crime, Adventure"
88641,There Goes My Baby,1994,99,$10500000,$11877549,Low,$123509,"Drama, Comedy"
7345,There Will Be Blood,2007,158,$25000000,$25848789,Mid,$77208711,Drama
544,There's Something About Mary,1998,119,$23000000,$43702888,Mid,$369884651,"Romance, Comedy"
16028,They,2002,89,$17000000,$31614709,Mid,$12840842,"Horror, Thriller"
8337,They Live,1988,94,$4000000,$2893293,Low,$13008928,"Science Fiction, Action"
11524,Thief,1981,123,$5500000,$1569699,Low,$11492915,"Crime, Thriller, Action"
48482,Thief of Hearts,1984,100,$9000000,$6172656,Low,$10364904,"Crime, Drama, Thriller"
400,Things to Do in Denver When You're Dead,1995,116,$8000000,$8410935,Low,$529766,"Drama, Crime"
3877,Things We Lost in the Fire,2007,113,$16000000,$16543225,Low,$2849142,Drama
67660,Think Like a Man,2012,122,$12000000,$17104173,Low,$96070507,"Comedy, Romance"
184098,Think Like a Man Too,2014,105,$24000000,$43636791,Mid,$70181428,"Comedy, Romance"
10280,Thinner,1996,92,$8000000,$8050003,Low,$15315484,"Horror, Thriller"
9378,Thir13en Ghosts,2001,91,$42000000,$43833177,Mid,$68467960,"Horror, Thriller"
192145,Third Person,2013,137,$28000000,$56379618,Mid,$1749201,"Drama, Romance"
11973,Thirteen Days,2000,145,$80000000,$69876218,Mid,$34566746,"Drama, History, Thriller, War"
541577,This Changes Everything,2019,97,$64988,$105773,Low,$125348,Documentary
89492,This Is 40,2012,134,$35000000,$49887171,Mid,$88215156,Comedy
109264,This Is Elvis,1981,110,$5000000,$1426999,Low,$2028612,"Drama, Music, Documentary"
11798,This Is England,2006,101,$2380000,$2176067,Low,$8176544,"Drama, Crime"
13576,This Is It,2009,111,$60000000,$274607009,High,$261200000,"Music, Documentary"
1314354,This Is It,2024,126,$11000,$11000,Low,$21000,"Fantasy, Romance"
11031,This Is Spinal Tap,1984,82,$2500000,$1714627,Low,$4736202,"Music, Comedy"
109414,This Is the End,2013,107,$32000000,$64433849,Mid,$126041322,"Action, Comedy"
239678,This Is Where I Leave You,2014,103,$19800000,$36000353,Mid,$41296320,"Drama, Comedy"
59962,This Means War,2012,98,$65000000,$92647603,High,$156974557,"Action, Comedy, Romance"
53487,This Must Be the Place,2011,118,$25000000,$23358198,Mid,$11790979,Drama
16110,Thomas and the Magic Railroad,2000,84,$19000000,$16595602,Low,$19748009,"Animation, Drama, Family"
10195,Thor,2011,115,$150000000,$140149187,High,$449326618,"Adventure, Fantasy, Action"
616037,Thor: Love and Thunder,2022,119,$250000000,$92140416,High,$760928081,"Fantasy, Action, Comedy"
284053,Thor: Ragnarok,2017,131,$180000000,$249242779,High,$855301806,"Action, Adventure, Science Fiction"
76338,Thor: The Dark World,2013,112,$170000000,$342304824,High,$644783140,"Action, Adventure, Fantasy"
578701,Those Who Wish Me Dead,2021,100,$20000000,$12556892,Low,$23384502,"Thriller, Action"
359940,"Three Billboards Outside Ebbing, Missouri",2017,115,$15000000,$20770232,Mid,$160192031,"Crime, Drama"
11963,Three Days of the Condor,1975,117,$7800000,$2516234,Low,$41509797,"Thriller, Mystery"
31608,Three Fugitives,1989,96,$15000000,$9165703,Low,$40590000,"Comedy, Crime"
6415,Three Kings,1999,114,$75000000,$101102212,High,$108000000,"Action, Comedy, War"
13339,Three O'Clock High,1987,97,$6000000,$4829266,Low,$3685862,Comedy
556694,Three Thousand Years of Longing,2022,108,$60000000,$22113700,Mid,$20282422,"Drama, Adventure, Fantasy, Romance"
47939,Three Wishes,1995,115,$10000000,$10513668,Low,$7027000,"Fantasy, Family, Drama"
11896,Throw Momma from the Train,1987,88,$14000000,$11268288,Low,$57915972,"Comedy, Crime"
28032,Thumbelina,1994,86,$28000000,$31673463,Mid,$11373501,"Animation, Family, Fantasy, Romance, Music"
14623,Thunderbirds,2004,95,$57000000,$62797188,Mid,$28283637,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
8348,Thunderbolt and Lightfoot,1974,115,$4000000,$1067237,Low,$25000000,"Crime, Comedy, Action"
119738,Thunderstruck,2012,94,$587211,$836980,Low,$587211,"Comedy, Family"
636,THX 1138,1971,86,$777000,$533870,Low,$2437000,"Science Fiction, Action, Drama"
800939,Ticket to Paradise,2022,104,$20000000,$7371233,Low,$168763270,"Comedy, Romance"
11559,Tideland,2005,120,$12000000,$10432344,Low,$566611,"Fantasy, Drama, Thriller, Science Fiction"
925736,TIẾNG GỌI NƠI HOANG DÃ,2020,83,$1000,$2391,Low,$2000,"Action, Family"
10687,Tigerland,2000,101,$10000000,$8734527,Low,$148701,"Drama, War"
1270893,TikTok Rizz Party,2024,180,$250000000,$250000000,High,$3000000000,"Drama, Comedy"
32872,Til There Was You,1997,113,$1000000,$1261726,Low,$3525125,"Comedy, Romance"
854239,Till,2022,131,$20000000,$7371233,Low,$8900000,"Drama, History"
31179,Tim,1979,109,$600000,$157246,Low,$809000,"Romance, Drama"
36819,Time Bandits,1981,116,$5000000,$1426999,Low,$42365581,"Family, Fantasy, Science Fiction, Adventure, Comedy"
257206,Time of Her Life,2006,96,$100000,$91431,Low,$75000,"Horror, Mystery, Romance, Fantasy"
44192,Timebomb,1991,96,$6000000,$4178820,Low,$64532,"Science Fiction, Action, Thriller"
8831,Timecop,1994,99,$27000000,$30542268,Mid,$101646581,"Thriller, Science Fiction, Action, Crime"
9562,Timeline,2003,116,$80000000,$103943676,High,$43935763,"Action, Adventure, Science Fiction"
10478,Tin Cup,1996,135,$45000000,$45281265,Mid,$53854588,"Comedy, Romance"
76111,Tina Turner: Live In Amsterdam - Wildest Dreams Tour,1996,120,$1000000,$1006250,Low,$10000000,Music
49517,Tinker Tailor Soldier Spy,2011,127,$30000000,$28029837,Mid,$80630608,"Drama, Thriller, Mystery"
47607,Tiny Furniture,2010,99,$65000,$116899,Low,$416498,"Romance, Comedy, Drama"
7450,Titan A.E.,2000,94,$75000000,$65508955,Mid,$36754634,"Animation, Action, Science Fiction, Family, Adventure"
597,Titanic,1997,194,$200000000,$252345288,High,$2264162353,"Drama, Romance"
592955,TJP Brand New Wrestling 2 Now It's Time To Attack,2018,162,$8873,$10715,Low,$14552,"Action, Drama"
592772,TJP Tokyo Joshi Pro '19,2019,183,$5666,$9222,Low,$13322,"Action, Drama"
1273,TMNT,2007,86,$34000000,$35154354,Mid,$95608995,"Adventure, Animation, Comedy, Family"
22998,To Be or Not to Be,1983,107,$9000000,$8263428,Low,$13030214,Comedy
577,To Die For,1995,106,$20000000,$21027337,Mid,$21284514,"Drama, Comedy, Crime"
269640,To Die is Hard,2010,87,$1500,$2698,Low,$4549,"Comedy, Action"
81836,To Rome with Love,2012,111,$17000000,$24230912,Mid,$73244881,"Comedy, Romance"
41144,To Save a Life,2009,120,$500000,$2288392,Low,$3824868,Drama
468224,Tolkien,2019,112,$20000000,$32551692,Mid,$8654322,"War, Drama, Romance"
587807,Tom & Jerry,2021,101,$50000000,$31392229,Mid,$136536687,"Comedy, Family, Animation"
338970,Tomb Raider,2018,118,$94000000,$113509074,High,$274650803,"Action, Adventure, Fantasy"
11969,Tombstone,1993,130,$25000000,$24981944,Mid,$56505065,"Western, Action"
10646,Tomcats,2001,95,$11000000,$11480118,Low,$23430766,"Comedy, Romance"
11326,Tommy,1975,111,$5000000,$1612970,Low,$34251525,Music
714,Tomorrow Never Dies,1997,119,$110000000,$138789909,High,$333011068,"Adventure, Action, Thriller"
43930,"Tomorrow, When the War Began",2010,103,$27000000,$48557970,Mid,$16504936,"Action, Adventure, Drama"
158852,Tomorrowland,2015,130,$190000000,$4724128137,High,$209154322,"Adventure, Family, Mystery, Science Fiction"
23023,Tooth Fairy,2010,101,$48000000,$86325280,High,$112462508,"Comedy, Family, Fantasy"
9576,Tootsie,1982,116,$21000000,$10102058,Low,$177200000,"Comedy, Romance"
36278,Top Dog,1995,86,$6000000,$6308201,Low,$5093707,"Action, Adventure, Comedy, Family, Thriller"
744,Top Gun,1986,110,$15000000,$23309676,Mid,$356830601,"Romance, Drama, Action"
361743,Top Gun: Maverick,2022,131,$170000000,$62655483,Mid,$1488732821,"Action, Drama"
8764,Top Secret!,1984,90,$9000000,$6172656,Low,$20458340,Comedy
11165,Tora! Tora! Tora!,1970,144,$25485000,$12875191,Low,$37150000,"Drama, History, War"
10718,Torque,2004,84,$40000000,$44068202,Mid,$46546197,Action
861,Total Recall,1990,113,$65000000,$35516985,Mid,$261317921,"Action, Adventure, Science Fiction"
64635,Total Recall,2012,118,$125000000,$178168468,High,$198802074,"Action, Science Fiction, Thriller"
11038,Tough Guys,1986,104,$10000000,$15539784,Low,$21458229,"Comedy, Crime"
78146,Tough Guys Don't Dance,1987,110,$5000000,$4024388,Low,$858250,"Drama, Comedy, Crime, Mystery, Thriller"
59108,Tower Heist,2011,104,$75000000,$70074594,High,$152930623,"Action, Comedy"
24113,Town & Country,2001,104,$90000000,$93928236,High,$10372291,"Comedy, Romance"
862,Toy Story,1995,81,$30000000,$31541005,Mid,$394400000,"Animation, Adventure, Family, Comedy"
863,Toy Story 2,1999,92,$90000000,$121322655,High,$497366869,"Animation, Comedy, Family"
10193,Toy Story 3,2010,103,$200000000,$359688668,High,$1066969703,"Animation, Family, Comedy"
301528,Toy Story 4,2019,100,$175000000,$284827304,High,$1073394593,"Family, Adventure, Animation, Comedy, Fantasy"
11597,Toys,1992,118,$50000000,$48691000,Mid,$23278931,"Family, Fantasy, Comedy, Science Fiction"
290764,Tracers,2015,94,$11000000,$273502155,High,$593683,Action
41974,Track 29,1988,86,$5000000,$3616617,Low,$429028,"Drama, Mystery"
1621,Trading Places,1983,116,$15000000,$13772380,Low,$90404800,Comedy
1900,Traffic,2000,147,$48000000,$41925731,Mid,$207515725,"Thriller, Drama, Crime"
473149,Traffik,2018,96,$4000000,$4830173,Low,$5132274,"Horror, Thriller"
9958,Trailer Park Boys: The Movie,2006,95,$5000000,$4571569,Low,$3833507,Comedy
2034,Training Day,2001,122,$45000000,$46964118,Mid,$104876233,"Action, Crime, Drama"
627,Trainspotting,1996,94,$4000000,$4025001,Low,$16491080,"Drama, Crime"
271718,Trainwreck,2015,125,$35000000,$870234131,High,$140795793,"Comedy, Romance"
13291,Traitor,2008,114,$22000000,$16902282,Low,$23530831,"Drama, Action, Thriller, Crime"
68727,Trance,2013,101,$20000000,$40271156,Mid,$24261569,"Thriller, Crime, Drama, Mystery"
546,Transamerica,2005,103,$1000000,$869362,Low,$13350369,Drama
157353,Transcendence,2014,119,$100000000,$181819962,High,$103039258,"Thriller, Science Fiction, Drama, Mystery"
1858,Transformers,2007,143,$150000000,$155092736,High,$709709780,"Adventure, Science Fiction, Action"
91314,Transformers: Age of Extinction,2014,165,$210000000,$381821921,High,$1104054072,"Science Fiction, Action, Adventure"
1407301,Transformers: Annihilation 2,2024,165,$1000,$1000,Low,$3000,"Action, Adventure, Animation, Drama"
38356,Transformers: Dark of the Moon,2011,154,$195000000,$182193944,High,$1123794079,"Action, Science Fiction, Adventure"
8373,Transformers: Revenge of the Fallen,2009,149,$200000000,$915356697,High,$836303693,"Science Fiction, Action, Adventure"
667538,Transformers: Rise of the Beasts,2023,127,$195000000,$139725494,High,$429800000,"Action, Adventure, Science Fiction"
335988,Transformers: The Last Knight,2017,154,$217000000,$300476017,High,$605425157,"Action, Adventure, Science Fiction"
9335,Transporter 2,2005,87,$32000000,$27819584,Mid,$89083229,"Action, Thriller, Crime"
13387,Transporter 3,2008,104,$30000000,$23048566,Mid,$108979549,"Action, Adventure, Thriller, Crime"
6687,TransSiberian,2008,111,$15000000,$11524283,Low,$5926410,"Thriller, Crime, Mystery"
9039,Trapped,2002,106,$30000000,$55790663,Mid,$13414416,"Action, Crime, Thriller"
298909,Trash,1999,95,$850000,$1145825,Low,$5154,Drama
1103453,Trayectos,2018,60,$1500,$1811,Low,$3000,Documentary
9016,Treasure Planet,2002,95,$140000000,$260356428,High,$109578115,"Adventure, Animation, Family, Fantasy, Science Fiction"
286372,Treehouse,2014,96,$3250000,$5909149,Low,$3250000,"Thriller, Horror, Mystery"
9362,Tremors,1990,96,$11000000,$6010567,Low,$48572000,"Horror, Action, Science Fiction"
70578,Trespass,2011,91,$36000000,$33635805,Mid,$9612469,Thriller
22004,Trespass,1992,101,$14000000,$13633480,Low,$13249535,"Action, Thriller, Crime"
26466,Triangle,2009,99,$12000000,$54921402,Mid,$1594955,Horror
497828,Triangle of Sadness,2022,147,$15600000,$5749562,Low,$24733572,"Comedy, Drama"
1812,Trick,1999,89,$450000,$606613,Low,$2049595,"Comedy, Romance"
1096996,Trinket Box,2023,103,$150000,$107481,Low,$305526,"Horror, Drama"
146198,Triple 9,2016,115,$20000000,$46759107,Mid,$12639297,"Action, Crime, Adventure, Thriller"
9044,Tristan & Isolde,2006,125,$31000000,$28343728,Mid,$28000000,"Drama, Romance, Adventure, Action"
77908,Trois,2000,93,$200000,$174691,Low,$1160268,"Drama, Thriller, Romance"
33061,Troll,1986,82,$1100000,$1709376,Low,$5450815,"Fantasy, Horror"
136799,Trolls,2016,92,$125000000,$292244419,High,$346864462,"Family, Animation, Fantasy, Adventure, Comedy, Music"
446893,Trolls World Tour,2020,90,$90000000,$215191818,High,$49276818,"Family, Animation, Comedy, Fantasy, Adventure, Music"
97,Tron,1982,96,$17000000,$8177856,Low,$33000000,"Science Fiction, Action, Adventure"
20526,TRON: Legacy,2010,125,$170000000,$305735368,High,$400062763,"Adventure, Action, Science Fiction"
7446,Tropic Thunder,2008,107,$92000000,$70682269,High,$195702811,"Action, Comedy, Adventure, War"
513285,Trouble Is My Business,2018,116,$250000,$301886,Low,$679000,"Adventure, Mystery, Romance, Thriller"
87825,Trouble with the Curve,2012,111,$60000000,$85520865,High,$49000000,"Drama, Romance"
652,Troy,2004,163,$175000000,$192798385,High,$497409852,"Adventure, History, War, Action"
13571,True Colors,1991,111,$20000000,$13929399,Low,$418807,Drama
10354,True Crime,1999,127,$55000000,$74141622,High,$16649768,"Drama, Crime, Thriller, Mystery"
44264,True Grit,2010,110,$38000000,$68340847,Mid,$252276927,"Drama, Adventure, Western"
36955,True Lies,1994,141,$115000000,$130087439,High,$378882411,"Action, Thriller"
319,True Romance,1993,120,$12500000,$12490972,Low,$12600000,"Action, Crime, Romance"
294016,Trumbo,2015,124,$15000000,$372957485,High,$8235661,Drama
44945,Trust,2010,104,$9500000,$17085212,Low,$120000,"Crime, Drama, Thriller"
300693,Truth,2015,125,$9600000,$238692790,High,$5383097,Drama
460019,Truth or Dare,2018,101,$3500000,$4226402,Low,$95330493,"Thriller, Horror"
13768,Tuck Everlasting,2002,90,$15000000,$27895332,Mid,$19158074,"Drama, Family, Fantasy, Romance"
46838,Tucker and Dale vs. Evil,2010,89,$5000000,$8992217,Low,$5224938,"Comedy, Horror"
28176,Tucker: The Man and His Dream,1988,111,$23000000,$16636436,Low,$19652638,Drama
257785,Tulip Fever,2017,107,$25000000,$34617053,Mid,$9204549,"Drama, Romance"
55123,Tumbleweeds,1999,102,$312000,$420585,Low,$1281176,"Comedy, Drama"
21525,Tupac: Resurrection,2003,112,$300000,$389789,Low,$7808524,"Music, Documentary"
77950,Turbo,2013,96,$135000000,$271830302,High,$282570682,"Animation, Family"
6499,Turbo: A Power Rangers Movie,1997,99,$10000000,$12617264,Low,$9679739,"Action, Adventure, Family, Fantasy, Science Fiction"
34314,Turbulence,1997,100,$55000000,$69394954,Mid,$11466088,"Action, Thriller, Crime"
6951,Turner & Hooch,1989,100,$13000000,$7943610,Low,$71079915,"Action, Comedy, Thriller, Crime, Family"
508947,Turning Red,2022,100,$190000000,$70026716,High,$18879922,"Animation, Family, Comedy, Fantasy"
246403,Tusk,2014,102,$3000000,$5454599,Low,$1882074,"Comedy, Horror"
44705,Twelfth Night,1996,134,$5000000,$5031252,Low,$33000000,"Drama, Comedy, Romance"
63,Twelve Monkeys,1995,129,$29000000,$30489638,Mid,$168841459,"Science Fiction, Thriller, Mystery"
8966,Twilight,2008,122,$37000000,$28426565,Mid,$393616788,"Fantasy, Drama, Romance"
15301,Twilight Zone: The Movie,1983,101,$10000000,$9181587,Low,$29450919,"Horror, Fantasy, Science Fiction"
1923,Twin Peaks: Fire Walk with Me,1992,135,$10000000,$9738200,Low,$4184990,"Drama, Mystery, Horror"
9493,Twins,1988,107,$15000000,$10849850,Low,$216614388,Comedy
644083,Twist,2021,92,$2000000,$1255689,Low,$510466,"Crime, Drama, Action"
13572,Twisted,2004,97,$50000000,$55085253,Mid,$40954603,"Action, Adventure, Crime, Drama, Thriller"
664,Twister,1996,113,$92000000,$92575031,High,$494471524,"Action, Adventure, Drama"
78381,Twixt,2011,89,$7000000,$6540295,Low,$1300000,"Mystery, Fantasy, Horror"
1997,Two Brothers,2004,109,$74500000,$82077027,High,$62172050,"Adventure, Drama, Family"
25462,Two Can Play That Game,2001,90,$13000000,$13567412,Low,$22390000,"Comedy, Romance"
9910,Two for the Money,2005,122,$35000000,$30427670,Mid,$30526509,"Comedy, Crime, Drama, Thriller"
32456,Two Girls and a Guy,1997,84,$1000000,$1261726,Low,$2057193,"Drama, Romance"
10362,Two Lovers,2008,110,$9800000,$7529198,Low,$16303643,"Drama, Romance"
46029,Two Much,1995,118,$24000000,$25232804,Mid,$1141556,"Comedy, Romance"
11916,Two Mules for Sister Sara,1970,114,$2500000,$1263017,Low,$5050000,"Adventure, Western, Romance, Comedy"
286554,Two Night Stand,2014,86,$1645000,$2990938,Low,$868081,"Romance, Comedy"
2642,Two Weeks Notice,2002,101,$60000000,$111581326,High,$199043242,"Comedy, Romance"
436288,Tyler Perry's Madea on the Run - The Play,2017,141,$1000000,$1384682,Low,$15000000,"Comedy, Drama"
43957,Tyler Perry's Meet The Browns - The Play,2005,139,$500000,$434681,Low,$1000000,Comedy
10155,U Turn,1997,125,$19000000,$23972802,Mid,$6682098,"Crime, Drama, Thriller"
11808,U.S. Marshals,1998,131,$60000000,$114007534,High,$102367405,"Thriller, Crime, Action"
1467324,"U2 – Live At Johannesburg Stadium, South Africa, 1998",2011,85,$250000,$233582,Low,$850000,Music
37003,U2 3D,2007,85,$15000000,$15509274,Low,$22730842,"Music, Documentary"
3536,U-571,2000,116,$62000000,$54154069,Mid,$127666415,"War, Drama, Action, Thriller"
454458,UglyDolls,2019,87,$45000000,$73241307,High,$32450241,"Family, Animation, Music"
11959,UHF,1989,97,$5000000,$3055234,Low,$6157157,Comedy
9920,Ultraviolet,2006,87,$30000000,$27429414,Mid,$31070211,"Science Fiction, Action, Thriller"
18147,Unaccompanied Minors,2006,90,$26000000,$23772159,Mid,$21949234,"Comedy, Family"
538831,Unbound,2018,97,$80000,$96603,Low,$21000000,"Action, Crime, Drama, Thriller"
9741,Unbreakable,2000,106,$75000000,$65508955,Mid,$248118121,"Thriller, Drama, Mystery"
227306,Unbroken,2014,137,$65000000,$118182975,High,$163442937,"Drama, War"
335787,Uncharted,2022,116,$120000000,$44227399,Mid,$407141258,"Action, Adventure"
2616,Uncle Buck,1989,100,$15000000,$9165703,Low,$79258538,"Comedy, Drama, Family"
474335,Uncle Drew,2018,103,$19000000,$22943324,Mid,$17665000,Comedy
1540498,Uncloaked: The Myth of Post Racial America,2022,80,$14000,$5160,Low,$72000,Documentary
9967,Uncommon Valor,1983,105,$11000000,$10099745,Low,$30503151,"Drama, War, Action"
473033,Uncut Gems,2019,136,$19000000,$30924107,Mid,$50020902,"Drama, Thriller, Crime"
8845,Under Siege,1992,103,$35000000,$34083700,Mid,$156563139,"Action, Thriller"
3512,Under Siege 2: Dark Territory,1995,100,$60000000,$63082010,Mid,$104324083,"Action, Thriller"
10562,Under Suspicion,2000,110,$25000000,$21836318,Mid,$1308242,"Thriller, Crime, Drama"
47941,Under the Rainbow,1981,98,$20000000,$5707995,Low,$2297493,Comedy
396461,Under the Silver Lake,2018,139,$8500000,$10264118,Low,$2053469,"Crime, Drama, Mystery"
97370,Under the Skin,2014,108,$13300000,$24182055,Mid,$5735963,"Thriller, Science Fiction, Drama"
10934,Under the Tuscan Sun,2003,113,$18000000,$23387327,Mid,$58878723,"Romance, Comedy"
12277,Undercover Brother,2002,86,$25000000,$46492219,Mid,$41604473,"Action, Comedy"
6589,Underdog,2007,81,$25000000,$25848789,Mid,$65270477,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction"
10918,Undertaking Betty,2002,94,$8000000,$14877510,Low,$1868949,"Comedy, Romance"
443791,Underwater,2020,95,$50000000,$119551010,High,$40882928,"Horror, Science Fiction, Action, Adventure"
277,Underworld,2003,122,$22000000,$28584511,Mid,$95708457,"Fantasy, Action, Thriller"
52520,Underworld: Awakening,2012,88,$70000000,$99774342,High,$160112671,"Fantasy, Action, Horror"
346672,Underworld: Blood Wars,2016,91,$35000000,$81828437,High,$81093313,"Fantasy, Action, Thriller, Horror"
834,Underworld: Evolution,2006,106,$50000000,$45715690,Mid,$111476513,"Fantasy, Action, Thriller"
12437,Underworld: Rise of the Lycans,2009,92,$35000000,$160187422,High,$92158961,"Fantasy, Action, Thriller"
17926,Undiscovered,2005,97,$9000000,$7824258,Low,$1046166,"Comedy, Romance, Music"
15070,Undisputed,2002,96,$20000000,$37193775,Mid,$14946150,"Drama, Crime"
2251,Unfaithful,2002,124,$50000000,$92984439,High,$119137784,"Thriller, Drama"
239573,Unfinished Business,2015,91,$35000000,$870234131,High,$14431253,Comedy
418437,Unforgettable,2017,100,$12000000,$16616185,Low,$17768012,"Drama, Thriller"
33,Unforgiven,1992,130,$14400000,$14023008,Low,$159157447,Western
277685,Unfriended,2014,82,$1000000,$1818200,Low,$62882090,"Horror, Mystery, Thriller"
505058,Unfriended: Dark Web,2018,93,$1000000,$1207543,Low,$16024987,"Horror, Thriller, Mystery"
625568,Unhinged,2020,90,$33000000,$78903666,High,$39238300,"Action, Thriller"
9829,United 93,2006,111,$15000000,$13714707,Low,$76286096,"Drama, History, Crime, Thriller, Action"
271331,United Passions,2014,110,$30000000,$54545989,Mid,$168832,Drama
122857,Universal Soldier: Day of Reckoning,2012,114,$11500000,$16391499,Low,$1402307,"Action, Science Fiction, Thriller"
28510,Universal Soldier: Regeneration,2009,97,$14000000,$64074969,Mid,$875386,"Adventure, Action, Science Fiction, Thriller"
10366,Universal Soldier: The Return,1999,82,$45000000,$60661327,Mid,$10667893,"Action, Science Fiction"
9828,Unknown,2006,98,$3700000,$3382961,Low,$3419456,"Thriller, Mystery, Adventure, Crime"
48138,Unknown,2011,113,$30000000,$28029837,Mid,$130786397,"Action, Mystery, Thriller"
17494,Unlawful Entry,1992,117,$23000000,$22397860,Mid,$57138719,"Crime, Mystery, Thriller"
10027,Unleashed,2005,103,$45000000,$39121290,Mid,$50871113,"Action, Crime"
467660,Unsane,2018,98,$1500000,$1811315,Low,$14293601,"Horror, Thriller"
23520,Unstoppable,2004,96,$20000000,$22034101,Mid,$1039526,"Action, Thriller"
44048,Unstoppable,2010,98,$100000000,$179844334,High,$167805466,"Action, Thriller"
623147,Untold Stories of Columbine,2000,80,$2000,$1747,Low,$100000,"Documentary, History"
8090,Untraceable,2008,101,$35000000,$26889994,Mid,$52659594,Thriller
14160,Up,2009,96,$175000000,$800937110,High,$735099082,"Animation, Comedy, Family, Adventure"
22947,Up in the Air,2009,110,$25000000,$114419587,High,$166842739,"Drama, Romance"
500664,Upgrade,2018,100,$5000000,$6037717,Low,$16706680,"Action, Thriller, Science Fiction"
58244,Upside Down,2012,104,$60000000,$85520865,High,$22187813,"Romance, Science Fiction, Drama, Fantasy"
145197,Upstream Color,2013,96,$100000,$201356,Low,$444098,"Drama, Science Fiction"
14926,Uptown Girls,2003,92,$20000000,$25985919,Mid,$44617342,"Family, Comedy, Drama"
9877,Urban Legend,1998,100,$14000000,$26601758,Mid,$72527595,"Horror, Thriller"
12212,Urban Legends: Final Cut,2000,98,$14000000,$12228338,Low,$38574362,"Horror, Mystery, Thriller"
458723,Us,2019,116,$20000000,$32551692,Mid,$256067149,"Horror, Thriller, Mystery"
14475,Used Cars,1980,113,$8000000,$1741520,Low,$11715321,Comedy
340945,USS Indianapolis: Men of Courage,2016,128,$40000000,$93518214,High,$2158568,"Action, War"
