id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
19913,(500) Days of Summer,2009,95,$7500000,$34325876,Mid,$60781545,"Comedy, Drama, Romance"
11548,*batteries not included,1987,106,$25000000,$20121942,Mid,$65088797,"Science Fiction, Comedy, Family, Fantasy"
17443,...And Justice for All,1979,119,$6000000,$1572455,Low,$33300000,Drama
8388,¡Three Amigos!,1986,103,$25000000,$38849461,Mid,$39200000,"Comedy, Western"
46536,1 Night in Paris,2004,63,$5595,$6164,Low,$10000000,Romance
9051,10,1979,122,$7000000,$1834531,Low,$74865517,"Comedy, Romance"
333371,10 Cloverfield Lane,2016,104,$15000000,$35069330,Mid,$110216998,"Thriller, Science Fiction, Drama, Horror"
4951,10 Things I Hate About You,1999,97,$16000000,$21568472,Mid,$53478166,"Comedy, Romance, Drama"
1237183,10 Things I Hate About You,2009,461,$13000000,$59498185,Mid,$1000000,Comedy
18587,10 to Midnight,1983,102,$4520000,$4150077,Low,$7175592,"Crime, Drama, Thriller"
7840,"10,000 BC",2008,109,$105000000,$80669981,High,$269784201,"Adventure, Action, Drama, Fantasy"
14098,100 Feet,2008,105,$10000000,$7682855,Low,$1415804,"Horror, Thriller"
11674,101 Dalmatians,1996,103,$54000000,$54337518,Mid,$320689294,"Family, Comedy"
10481,102 Dalmatians,2000,100,$85000000,$74243482,High,$183611771,"Family, Comedy"
13197,10th & Wolf,2006,107,$8000000,$7314510,Low,$143451,"Action, Crime, Drama, Mystery, Thriller"
18164,12 and Holding,2006,90,$400000,$365726,Low,$314017,Drama
17134,12 Rounds,2009,108,$22000000,$100689237,High,$17280326,"Action, Thriller, Crime"
429351,12 Strong,2018,130,$35000000,$42264017,Mid,$67450815,"War, Drama, Action, History"
76203,12 Years a Slave,2013,134,$20000000,$40271156,Mid,$187000000,"Drama, History"
44115,127 Hours,2010,94,$18000000,$32371980,Mid,$35692920,"Adventure, Drama, Thriller"
10096,13 Going on 30,2004,98,$37000000,$40763087,Mid,$96455697,"Comedy, Fantasy, Romance"
300671,13 Hours: The Secret Soldiers of Benghazi,2016,144,$50000000,$116897767,High,$69411370,"War, Action, History, Drama"
155084,13 Sins,2014,93,$5000000,$9090998,Low,$13809,"Horror, Thriller"
3021,1408,2007,104,$25000000,$25848789,Mid,$132963417,"Horror, Mystery, Thriller"
1492,1492: Conquest of Paradise,1992,154,$47000000,$45769540,Mid,$7191399,"Action, Adventure, Drama, History"
2749,15 Minutes,2001,120,$60000000,$62618824,Mid,$56359980,"Action, Crime, Thriller"
2207,16 Blocks,2006,105,$55000000,$50287259,Mid,$65664721,"Action, Adventure, Crime, Thriller"
16996,17 Again,2009,102,$20000000,$91535670,High,$136316880,Comedy
14902,1776,1972,180,$6000000,$5408205,Low,$2800000,"Drama, History"
530915,1917,2019,119,$100000000,$162758460,High,$394638258,"War, History, Thriller"
11519,1941,1979,118,$35000000,$9172655,Low,$94900000,"Comedy, War"
84165,2 Days in New York,2012,91,$8000000,$11402782,Low,$1653792,"Comedy, Drama, Romance"
584,2 Fast 2 Furious,2003,108,$76000000,$98746492,High,$236350661,"Action, Crime, Thriller"
136400,2 Guns,2013,109,$61000000,$122827025,High,$131940411,"Action, Comedy, Crime"
159014,20 Feet from Stardom,2013,89,$1000000,$2013558,Low,$5892466,"Documentary, Music"
15256,200 Cigarettes,1999,101,$6000000,$8088177,Low,$6852450,"Comedy, Drama, Romance"
7290,2001: A Space Travesty,2000,99,$26000000,$22709771,Mid,$270813,"Comedy, Science Fiction, Action"
4437,2010,1984,116,$28000000,$19203819,Low,$40400657,"Thriller, Science Fiction"
14161,2012,2009,158,$200000000,$915356697,High,$791217826,"Action, Adventure, Science Fiction"
126509,2016: Obama's America,2012,87,$2500000,$3563369,Low,$33400000,Documentary
787838,2019: A Cinematic Odyssey,2019,480,$10000,$16276,Low,$100000,Adventure
342737,20th Century Women,2016,119,$7000000,$16365687,Low,$5664764,Drama
8065,21,2008,123,$35000000,$26889994,Mid,$159808370,"Drama, Crime"
107811,21 & Over,2013,93,$13000000,$26176251,Mid,$48065672,Comedy
535292,21 Bridges,2019,99,$33000000,$53710292,Mid,$49939757,"Crime, Action, Drama"
470,21 Grams,2003,124,$20000000,$25985919,Mid,$60427839,"Drama, Crime, Thriller"
64688,21 Jump Street,2012,109,$42000000,$59864605,Mid,$201585328,"Action, Comedy, Crime"
187017,22 Jump Street,2014,112,$50000000,$90909981,High,$331333876,"Crime, Comedy, Action"
1429,25th Hour,2002,135,$5000000,$9298444,Low,$23932055,"Crime, Drama"
6557,27 Dresses,2008,111,$30000000,$23048566,Mid,$160259319,"Comedy, Romance"
10468,28 Days,2000,103,$43000000,$37558467,Mid,$6219894,"Comedy, Drama"
170,28 Days Later,2002,113,$5000000,$9298444,Low,$85720385,"Horror, Thriller, Science Fiction"
1562,28 Weeks Later,2007,100,$15000000,$15509274,Low,$65048678,"Horror, Thriller, Science Fiction"
192102,3 Days to Kill,2014,113,$28000000,$50909589,Mid,$53260230,"Action, Drama, Thriller"
489064,3 from Hell,2019,115,$3000000,$4882754,Low,$2295825,"Drama, Horror, Crime"
300667,3 Generations,2016,87,$10000000,$23379553,Mid,$680351,"Comedy, Drama"
12154,3 Men and a Baby,1987,102,$11000000,$8853655,Low,$242780960,Comedy
16314,3 Ninjas,1992,84,$6500000,$6329830,Low,$29000301,"Family, Action, Adventure, Comedy"
18885,3 Ninjas Kick Back,1994,93,$20000000,$22623902,Mid,$11798854,"Family, Adventure, Action, Comedy"
47816,3 Strikes,2000,82,$6000000,$5240716,Low,$9000000,"Action, Comedy, Romance"
5176,3:10 to Yuma,2007,122,$55000000,$56867337,Mid,$70016220,Western
66669,30 Days,2006,91,$500000,$457157,Low,$5000000,Drama
4513,30 Days of Night,2007,113,$30000000,$31018547,Mid,$75505973,"Horror, Thriller"
62206,30 Minutes or Less,2011,83,$28000000,$26161182,Mid,$40547440,"Action, Adventure, Comedy"
1271,300,2007,117,$65000000,$67206852,Mid,$456082343,"Action, Adventure, War"
53182,300: Rise of an Empire,2014,102,$110000000,$200001958,High,$337580051,"Action, Drama, War"
12138,3000 Miles to Graceland,2001,125,$62000000,$64706118,Mid,$18720175,"Action, Adventure, Comedy, Crime, Thriller"
284564,31,2016,102,$1500000,$3506933,Low,$850419,"Horror, Thriller"
44877,4.3.2.1,2010,117,$4600000,$8272839,Low,$1163967,"Action, Thriller, Crime, Romance"
2752,40 Days and 40 Nights,2002,94,$17000000,$31614709,Mid,$95146283,"Comedy, Romance"
109410,42,2013,128,$40000000,$80542312,High,$95020213,Drama
403119,47 Meters Down,2017,89,$5500000,$7615752,Low,$62198461,"Thriller, Adventure, Horror"
480105,47 Meters Down: Uncaged,2019,90,$12000000,$19531015,Low,$47582563,"Horror, Drama, Adventure"
64686,47 Ronin,2013,119,$175000000,$352372613,High,$151783839,"Drama, Action, Fantasy"
150,48 Hrs.,1982,96,$12000000,$5772604,Low,$78868508,"Thriller, Action, Comedy, Crime, Drama"
50601,5 Days of War,2011,113,$20000000,$18686558,Low,$87793,"War, Drama"
286521,5 Flights Up,2014,92,$6000000,$10909198,Low,$1020921,Drama
1824,50 First Dates,2004,99,$75000000,$82627879,High,$196482882,"Comedy, Romance"
197583,50 to 1,2014,110,$10000000,$18181996,Low,$1064454,"Comedy, Drama"
40807,50/50,2011,100,$8000000,$7474623,Low,$39187783,"Comedy, Drama"
3682,54,1998,106,$13000000,$24701632,Mid,$16757163,"Drama, Music"
41505,6 Souls,2010,112,$22000000,$39565753,Mid,$851517,"Horror, Mystery, Thriller"
700391,65,2023,92,$45000000,$32244345,Mid,$55000000,"Science Fiction, Action, Adventure"
252178,'71,2014,99,$11000000,$20000196,Mid,$3200000,"Thriller, Action, Drama, War"
13982,8 Heads in a Duffel Bag,1997,95,$3000000,$3785179,Low,$3602884,"Comedy, Crime"
65,8 Mile,2002,111,$41000000,$76247240,High,$242875078,"Drama, Music"
20858,8 Million Ways to Die,1986,115,$18000000,$27971612,Mid,$1305114,"Thriller, Crime"
942922,80 for Brady,2023,98,$28000000,$20063148,Mid,$29637811,Comedy
3489,88 Minutes,2007,108,$30000000,$31018547,Mid,$32593385,"Crime, Mystery, Thriller"
8224,8MM,1999,123,$40000000,$53921180,Mid,$96618699,"Thriller, Crime, Mystery"
12244,9,2009,79,$30000000,$137303505,High,$48428063,"Action, Adventure, Animation, Science Fiction, Thriller"
777831,9 Bullets,2022,96,$3000000,$1105685,Low,$193908,"Action, Thriller"
27,9 Songs,2004,69,$1000000,$1101705,Low,$1574623,"Drama, Music, Romance"
343795,90 Minutes in Heaven,2015,121,$5000000,$124319162,High,$4842699,Drama
283235,99 Homes,2015,112,$8000000,$198910658,High,$1411927,Drama
431530,A Bad Moms Christmas,2017,104,$28000000,$38771099,Mid,$130560428,Comedy
501907,A Beautiful Day in the Neighborhood,2019,109,$25000000,$40689615,Mid,$67925733,"Drama, History"
453,A Beautiful Mind,2001,135,$58000000,$60531530,Mid,$316800000,"Drama, Romance"
55720,A Better Life,2011,98,$10000000,$9343279,Low,$1759252,Drama
4917,A Boy and His Dog,1975,90,$400000,$129038,Low,$6900000,"Drama, Science Fiction, Comedy"
5902,A Bridge Too Far,1977,175,$22000000,$9980423,Low,$50750000,"Drama, History, War"
1607,A Bronx Tale,1993,121,$10000000,$9992778,Low,$17287898,"Drama, Crime"
9487,A Bug's Life,1998,95,$120000000,$228015068,High,$363258859,"Adventure, Animation, Comedy, Family"
17979,A Christmas Carol,2009,94,$200000000,$915356697,High,$325286646,"Animation, Family, Fantasy"
850,A Christmas Story,1983,93,$3300000,$3029924,Low,$20653717,"Comedy, Family"
11247,A Cinderella Story,2004,95,$19000000,$20932396,Mid,$70067909,"Comedy, Family, Romance"
9422,A Civil Action,1998,115,$70000000,$133008790,High,$56709981,Drama
185,A Clockwork Orange,1971,137,$2200000,$1511602,Low,$26589000,"Science Fiction, Drama"
340837,A Cure for Wellness,2017,146,$40000000,$55387284,Mid,$26620002,"Horror, Mystery, Science Fiction"
48231,A Dangerous Method,2011,99,$15000000,$14014919,Low,$27462041,"Drama, Thriller"
16427,A Day Without a Mexican,2004,98,$1500000,$1652558,Low,$10057021,"Comedy, Mystery"
19180,A Different Loyalty,2004,96,$13000000,$14322166,Low,$574672,"Thriller, Romance"
13702,A Dirty Shame,2004,89,$15000000,$16525576,Low,$1914166,Comedy
522518,A Dog's Journey,2019,109,$16000000,$26041354,Mid,$78871079,"Family, Adventure, Drama"
381289,A Dog's Purpose,2017,100,$22000000,$30463006,Mid,$205035819,"Adventure, Comedy, Fantasy, Family, Drama"
508763,A Dog's Way Home,2019,96,$18000000,$29296523,Mid,$17643857,"Drama, Adventure, Family"
85435,A Few Best Men,2011,97,$12468389,$11649564,Low,$29007412,Comedy
881,A Few Good Men,1992,138,$40000000,$38952800,Mid,$243240178,Drama
179111,A Field in England,2013,90,$300000,$604067,Low,$600000,"Drama, History, Horror, Thriller, Comedy, Adventure, Fantasy"
623,A Fish Called Wanda,1988,109,$7500000,$5424925,Low,$62493712,"Comedy, Crime"
21376,A Force of One,1979,90,$3500000,$917266,Low,$20166000,"Action, Adventure, Crime, Drama, Thriller"
21486,A Four Letter Word,2007,87,$125000,$129244,Low,$72348,"Comedy, Romance"
428449,A Ghost Story,2017,93,$100000,$138468,Low,$1929659,"Fantasy, Drama"
252171,A Girl Walks Home Alone at Night,2014,101,$1000000,$1818200,Low,$395000,"Horror, Romance"
47964,A Good Day to Die Hard,2013,98,$92000000,$185247317,High,$304654182,"Action, Thriller"
9726,A Good Year,2006,117,$35000000,$32000983,Mid,$42064105,"Comedy, Drama, Romance"
15789,A Goofy Movie,1995,78,$18000000,$18924603,Low,$35348597,"Romance, Animation, Family, Comedy, Adventure"
9582,A Guy Thing,2003,101,$20000000,$25985919,Mid,$17432163,"Comedy, Romance"
139038,A Haunted House,2013,86,$2500000,$5033894,Low,$60141683,"Comedy, Horror"
184345,A Haunted House 2,2014,87,$4000000,$7272798,Low,$25343661,"Comedy, Horror"
945729,A Haunting in Venice,2023,104,$60000000,$42992460,Mid,$89800000,"Mystery, Thriller, Crime"
403300,A Hidden Life,2019,174,$9000000,$14648261,Low,$4612788,"Drama, War, History"
59,A History of Violence,2005,96,$32000000,$27819584,Mid,$60740827,"Drama, Thriller, Crime"
270010,A Hologram for the King,2016,97,$30000000,$70138660,High,$4212494,"Comedy, Drama"
18923,A Home at the End of the World,2004,96,$6500000,$7161083,Low,$1548955,"Drama, Romance"
78133,A Home of Our Own,1993,104,$12000000,$11991333,Low,$1703282,"Comedy, Drama"
9476,A Knight's Tale,2001,132,$65000000,$67837059,Mid,$117487473,"Adventure, Drama, Romance, Action"
11287,A League of Their Own,1992,128,$40000000,$38952800,Mid,$132440069,"Comedy, Drama"
19101,A Little Princess,1995,97,$17000000,$17873236,Low,$10015449,"Drama, Family, Fantasy"
81390,A Lonely Place to Die,2011,99,$4000000,$3737312,Low,$25345000,"Adventure, Action, Thriller, Crime"
291319,A Long Way Off,2014,105,$500000,$909100,Low,$28951,"Romance, Drama, Family"
8976,A Lot Like Love,2005,107,$30000000,$26080860,Mid,$42886719,"Comedy, Drama, Romance"
26352,A Low Down Dirty Shame,1994,100,$10000000,$11311951,Low,$29392418,"Comedy, Crime"
175555,A Madea Christmas,2013,100,$47000000,$94637216,High,$53396354,"Comedy, Drama"
464504,A Madea Family Funeral,2019,104,$20000000,$32551692,Mid,$74747725,Comedy
8409,A Man Apart,2003,109,$36000000,$46774654,Mid,$44350926,"Action, Drama"
937278,A Man Called Otto,2022,126,$50000000,$18428083,Low,$108961677,"Comedy, Drama"
10210,A Midsummer Night's Dream,1999,116,$11000000,$14828324,Low,$16071990,"Fantasy, Comedy, Romance"
1988,A Mighty Heart,2007,100,$16000000,$16543225,Low,$18928871,"Drama, Thriller"
13370,A Mighty Wind,2003,91,$6000000,$7795776,Low,$18750246,"Comedy, Music"
188161,A Million Ways to Die in the West,2014,116,$40000000,$72727985,High,$86410000,"Comedy, Western"
258230,A Monster Calls,2016,108,$43000000,$100532080,High,$47309313,"Drama, Fantasy"
241239,A Most Violent Year,2014,124,$20000000,$36363992,Mid,$12007070,"Crime, Drama, Thriller"
157849,A Most Wanted Man,2014,121,$15000000,$27272994,Mid,$31554855,Thriller
9429,A Night at the Roxbury,1998,81,$17000000,$32302135,Mid,$30331165,"Comedy, Music, Romance"
377,A Nightmare on Elm Street,1984,91,$1100000,$754436,Low,$57000000,Horror
23437,A Nightmare on Elm Street,2010,95,$35000000,$62945517,Mid,$115664037,"Horror, Mystery, Thriller"
10072,A Nightmare on Elm Street 3: Dream Warriors,1987,96,$4000000,$3219511,Low,$44800000,"Horror, Thriller"
10131,A Nightmare on Elm Street 4: The Dream Master,1988,94,$13000000,$9403203,Low,$49400000,"Horror, Thriller"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,87,$3000000,$2495619,Low,$30000000,Horror
10160,A Nightmare on Elm Street: The Dream Child,1989,89,$6000000,$3666281,Low,$22168359,"Horror, Thriller"
15927,A Passage to India,1984,163,$8000000,$5486805,Low,$27201487,"Drama, Adventure, History"
12403,A Perfect Getaway,2009,98,$14000000,$64074969,Mid,$22852638,"Thriller, Mystery, Adventure"
1965,A Perfect Murder,1998,107,$60000000,$114007534,High,$128038368,"Crime, Thriller, Drama"
9559,A Perfect World,1993,138,$30000000,$29978333,Mid,$135130999,"Drama, Crime"
41227,A Place Called Chiapas,1998,93,$891000,$1693012,Low,$229000,Documentary
113451,A Polish Vampire in Burbank,1983,84,$3000,$2754,Low,$500000,"Horror, Comedy"
33851,A Prayer for the Dying,1987,107,$6000000,$4829266,Low,$1432687,"Crime, Drama, Action, Thriller"
368942,A Quiet Passion,2016,125,$8138338,$19027071,Low,$1864266,Drama
447332,A Quiet Place,2018,91,$17000000,$20528237,Mid,$341000000,"Horror, Drama, Science Fiction"
520763,A Quiet Place Part II,2021,97,$61000000,$38298519,Mid,$297400000,"Science Fiction, Thriller, Horror"
41780,A Rage in Harlem,1991,115,$8000000,$5571760,Low,$10400000,"Crime, Comedy"
475303,A Rainy Day in New York,2019,92,$25000000,$40689615,Mid,$23800000,"Comedy, Romance"
293,A River Runs Through It,1992,123,$12000000,$11685840,Low,$43440294,"Drama, Family"
11257,A Room with a View,1986,117,$3000000,$4661935,Low,$20966644,"Drama, Romance"
3509,A Scanner Darkly,2006,100,$8700000,$7954530,Low,$7659918,"Animation, Science Fiction, Thriller"
12573,A Serious Man,2009,106,$7000000,$32037484,Mid,$31430334,"Comedy, Drama"
484247,A Simple Favor,2018,117,$20000000,$24150867,Mid,$97644617,"Crime, Thriller, Mystery, Comedy"
10223,A Simple Plan,1998,121,$30000000,$57003767,Mid,$16316273,"Crime, Drama, Thriller"
17834,A Simple Wish,1997,86,$28000000,$35328340,Mid,$8345056,"Adventure, Comedy, Family, Fantasy"
34653,A Single Man,2009,97,$7000000,$32037484,Mid,$24964890,"Drama, Romance"
26522,A Soldier's Story,1984,101,$6000000,$4115104,Low,$21821347,"Drama, Mystery, War, Crime"
10077,A Sound of Thunder,2005,101,$80000000,$69548961,Mid,$11665465,"Thriller, Science Fiction, Adventure, Action"
332562,A Star Is Born,2018,136,$36000000,$43471560,Mid,$433888866,"Music, Drama, Romance"
19610,A Star Is Born,1976,139,$6000000,$3080545,Low,$80000000,"Drama, Music, Romance"
404378,A Street Cat Named Bob,2016,103,$8000000,$18703643,Low,$17900000,"Family, Drama"
28121,A Thin Line Between Love and Hate,1996,108,$8000000,$8050003,Low,$34746109,"Comedy, Thriller, Crime, Romance"
73051,A Third Wish,2009,79,$1500000,$6865175,Low,$625902,"Drama, Comedy"
66588,A Thousand Acres,1997,105,$28000000,$35328340,Mid,$7936780,"Drama, Family"
72358,A Thousand Words,2012,91,$40000000,$57013910,Mid,$22044277,"Drama, Comedy"
1645,A Time to Kill,1996,149,$40000000,$40250013,Mid,$152266007,"Crime, Drama, Thriller"
35614,A Troll in Central Park,1994,76,$23000000,$26017488,Mid,$71368,"Fantasy, Animation, Science Fiction, Family"
347026,A United Kingdom,2016,111,$14000000,$32731375,Mid,$13819139,"Drama, History"
12606,A Very Brady Sequel,1996,90,$12000000,$12075004,Low,$21440752,"Family, Comedy"
55465,A Very Harold & Kumar Christmas,2011,89,$19000000,$17752230,Low,$36192775,Comedy
707,A View to a Kill,1985,131,$30000000,$24956186,Mid,$152427960,"Adventure, Action, Thriller"
1303856,A Violent Tale,2022,95,$1200,$442,Low,$1200,"Crime, Thriller, Drama"
169917,A Walk Among the Tombstones,2014,114,$28000000,$50909589,Mid,$58834384,"Crime, Drama, Mystery, Thriller"
9560,A Walk in the Clouds,1995,103,$20000000,$21027337,Mid,$50012507,"Drama, Romance"
232572,A Walk in the Woods,2015,104,$8000000,$198910658,High,$37461274,"Adventure, Comedy, Drama"
10229,A Walk to Remember,2002,101,$11800000,$21944327,Mid,$47494916,"Drama, Romance"
407451,A Wrinkle in Time,2018,109,$103000000,$124376965,High,$132675864,"Adventure, Science Fiction, Family, Fantasy"
644,A.I. Artificial Intelligence,2001,146,$100000000,$104364707,High,$235926552,"Drama, Science Fiction, Adventure"
15992,Abandon,2002,99,$25000000,$46492219,Mid,$10719357,"Drama, Mystery, Thriller"
59965,Abduction,2011,106,$35000000,$32701477,Mid,$82087155,"Thriller, Action, Mystery"
575094,Abigail,2019,110,$7000000,$11393092,Low,$1940234,"Adventure, Fantasy, Mystery"
431580,Abominable,2019,97,$75000000,$122068845,High,$190304772,"Family, Animation, Adventure, Comedy"
245,About a Boy,2002,101,$27000000,$50211597,Mid,$129000000,"Drama, Comedy, Romance"
94901,About Cherry,2012,102,$2500000,$3563369,Low,$8315,Drama
222899,About Last Night,2014,100,$12500000,$22727495,Mid,$49002684,"Comedy, Romance"
18169,About Last Night...,1986,113,$8500000,$13208817,Low,$38702310,"Comedy, Drama, Romance"
2755,About Schmidt,2002,125,$30000000,$55790663,Mid,$105834556,"Drama, Comedy"
122906,About Time,2013,123,$12000000,$24162693,Mid,$87100449,"Drama, Romance, Fantasy"
9395,Above the Law,1988,99,$7500000,$5424925,Low,$18869631,"Action, Thriller"
896698,Abraham And Lincoln,2007,137,$10000,$10340,Low,$20000,"Action, Drama"
72331,Abraham Lincoln: Vampire Hunter,2012,105,$69000000,$98348994,High,$116471580,"Action, Fantasy, Horror"
19429,Absence of Malice,1981,116,$12000000,$3424797,Low,$40716963,"Crime, Drama, Romance"
4612,Absolon,2003,96,$8000000,$10394368,Low,$7016,"Action, Science Fiction"
66,Absolute Power,1997,121,$50000000,$63086322,Mid,$50068310,"Crime, Drama, Action"
9788,Accepted,2006,93,$23000000,$21029217,Mid,$38505009,Comedy
316002,Accidental Love,2015,100,$26000000,$646459640,High,$24487,"Romance, Comedy"
37721,Accidents Happen,2009,92,$6000000,$27460701,Mid,$36857,"Comedy, Drama"
3049,Ace Ventura: Pet Detective,1994,86,$15000000,$16967927,Low,$107217396,"Comedy, Adventure"
9273,Ace Ventura: When Nature Calls,1995,90,$30000000,$31541005,Mid,$212385533,"Crime, Comedy, Adventure"
464502,Acrimony,2018,120,$20000000,$24150867,Mid,$34764055,Thriller
4688,Across the Universe,2007,133,$45000000,$46527821,Mid,$29625761,"Drama, Romance, Fantasy"
75674,Act of Valor,2012,110,$12000000,$17104173,Low,$82499399,"Action, Thriller, War"
10117,Action Jackson,1988,96,$7000000,$5063263,Low,$20256975,"Action, Comedy"
454283,Action Point,2018,85,$19000000,$22943324,Mid,$5059608,Comedy
576819,Active Shooter,2017,90,$150000,$207702,Low,$250000,"Documentary, Crime"
445954,Acts of Vengeance,2017,87,$10000000,$13846821,Low,$320705,"Thriller, Action, Drama"
419704,Ad Astra,2019,123,$87500000,$142413652,High,$127461872,"Science Fiction, Drama"
2757,Adaptation.,2002,115,$19000000,$35334087,Mid,$32801173,"Comedy, Crime, Drama"
2758,Addams Family Values,1993,94,$47000000,$46966055,Mid,$48919043,"Comedy, Family, Fantasy"
144340,Admission,2013,107,$13000000,$26176251,Mid,$18637201,"Comedy, Drama, Romance"
111190,Adore,2013,100,$16000000,$32216925,Mid,$1575749,Drama
429300,Adrift,2018,96,$35000000,$42264017,Mid,$59945012,"Thriller, Romance, Adventure"
14063,Adrift in Manhattan,2007,91,$4000000,$4135806,Low,$90272,Drama
16614,Adventureland,2009,107,$9800000,$44852478,Mid,$17164820,"Comedy, Drama"
14367,Adventures in Babysitting,1987,102,$7000000,$5634144,Low,$34368475,Comedy
498464,Adventures of Batman & Robin: Poison Ivy/The Penguin,1992,92,$1000000,$973820,Low,$1000000,Animation
8202,Æon Flux,2005,93,$62000000,$53900444,Mid,$53321673,"Science Fiction, Action, Thriller"
210947,Afflicted,2014,85,$318000,$578187,Low,$121179,"Horror, Thriller"
31662,Affliction,1998,114,$6000000,$11400753,Low,$6330054,"Drama, Crime, Mystery"
57586,African Cats,2011,89,$5000000,$4671640,Low,$30857747,"Documentary, Adventure"
537915,After,2019,106,$14000000,$22786184,Mid,$69497587,"Romance, Drama"
82700,After Earth,2013,100,$130000000,$261762513,High,$243843127,"Science Fiction, Action, Adventure"
820525,After Everything,2023,93,$14000000,$10031574,Low,$3280152,"Romance, Drama"
10843,After Hours,1985,97,$4500000,$3743428,Low,$10609321,"Comedy, Thriller, Drama"
10589,After the Sunset,2004,97,$60000000,$66102303,Mid,$61347797,"Action, Comedy, Crime, Drama"
744275,After We Fell,2021,99,$14000000,$8789824,Low,$21500000,"Romance, Drama"
36419,After.Life,2009,104,$4500000,$20595526,Mid,$3606395,"Drama, Horror, Mystery, Thriller"
390051,Aftermath,2017,92,$10500000,$14539162,Low,$840809,"Drama, Thriller"
8842,Against the Ropes,2004,106,$39000000,$42966497,Mid,$6432551,"Romance, Drama"
31200,Agatha,1979,99,$3500000,$917266,Low,$7500000,"Drama, Mystery, Thriller"
10923,Agent Cody Banks,2003,102,$28000000,$36380287,Mid,$58795814,"Action, Adventure, Comedy, Family"
17047,Agent Cody Banks 2: Destination London,2004,100,$26000000,$28644331,Mid,$28818995,"Comedy, Action, Adventure, Family, Romance"
26428,Agora,2009,127,$70000000,$320374844,High,$39457342,"Adventure, Drama, History"
168026,Ah Boys To Men,2012,108,$3000000,$4276043,Low,$6180000,Comedy
193173,Ah Boys To Men 2,2013,113,$2120000,$4268743,Low,$5600000,"Comedy, Drama, War"
343139,Ah Boys to Men 3: Frogmen,2015,148,$2020000,$50224941,Mid,$5520000,"Comedy, Action"
931176,Ah Girls Go Army,2022,121,$1428000,$526306,Low,$1785000,"Comedy, Drama"
152748,Ain't Them Bodies Saints,2013,96,$4000000,$8054231,Low,$1031243,"Crime, Drama, Romance"
964980,Air,2023,112,$90000000,$64488690,Mid,$87078875,"Drama, History"
11856,Air America,1990,112,$35000000,$19124530,Low,$57700000,"Action, Adventure, Comedy, Drama"
20737,Air Bud,1997,98,$3000000,$3785179,Low,$23144499,"Comedy, Family"
21661,Air Bud: Golden Receiver,1998,90,$11000000,$20901381,Mid,$10224116,"Comedy, Family"
9772,Air Force One,1997,124,$85000000,$107246747,High,$315156409,"Action, Thriller"
13064,Airborne,1993,91,$2600000,$2598122,Low,$2850263,"Action, Adventure, Comedy"
813,Airplane!,1980,88,$3500000,$761915,Low,$83453539,Comedy
10671,Airport,1970,137,$10000000,$5052066,Low,$100489151,"Action, Drama, Thriller"
27932,Airport 1975,1974,107,$3000000,$800428,Low,$47000000,"Action, Thriller, Drama"
7227,Airport '77,1977,114,$6000000,$2721933,Low,$30000000,"Action, Adventure, Drama, Thriller"
13751,Akeelah and the Bee,2006,112,$8000000,$7314510,Low,$18948425,Drama
812,Aladdin,1992,95,$28000000,$27266960,Mid,$504050219,"Animation, Family, Adventure, Fantasy, Romance"
420817,Aladdin,2019,127,$183000000,$297847981,High,$1054304000,"Adventure, Fantasy, Romance, Family"
177699,Alan Partridge: Alpha Papa,2013,90,$4000000,$8054231,Low,$9800000,Comedy
36344,Alaska,1996,109,$23000000,$23143758,Mid,$11829959,"Adventure, Family"
73873,Albert Nobbs,2011,113,$8000000,$7474623,Low,$5634828,Drama
17813,Alex & Emma,2003,96,$30000000,$38978878,Mid,$15368897,"Comedy, Romance"
94348,Alex Cross,2012,101,$45000000,$64140649,Mid,$30353232,"Action, Thriller, Crime, Mystery"
1966,Alexander,2004,175,$155000000,$170764284,High,$167298192,"War, History, Action, Adventure, Drama, Romance"
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81,$28000000,$50909589,Mid,$100654149,"Family, Comedy"
8849,Alfie,2004,103,$60000000,$66102303,Mid,$35060882,"Comedy, Drama, Romance"
8489,Ali,2001,157,$107000000,$111670236,High,$87713825,Drama
9298,Ali G Indahouse,2002,85,$7000000,$13017821,Low,$25900000,Comedy
16153,Alice Doesn't Live Here Anymore,1974,112,$1800000,$480257,Low,$21000000,"Drama, Romance"
12155,Alice in Wonderland,2010,108,$200000000,$359688668,High,$1025467110,"Family, Fantasy, Adventure"
29160,Alice in Wonderland: An X-Rated Musical Fantasy,1976,72,$400000,$205370,Low,$90000000,"Comedy, Fantasy"
241259,Alice Through the Looking Glass,2016,113,$170000000,$397452409,High,$299457024,"Adventure, Family, Fantasy"
348,Alien,1979,117,$11000000,$2882834,Low,$104931801,"Horror, Science Fiction"
10128,Alien Nation,1988,91,$16000000,$11573173,Low,$32155047,"Science Fiction, Crime, Thriller"
8078,Alien Resurrection,1997,109,$70000000,$88320851,High,$162000000,"Science Fiction, Horror, Action"
126889,Alien: Covenant,2017,122,$97000000,$134314164,High,$240891763,"Science Fiction, Horror, Mystery"
1318914,Alien: Director's Cut,2004,125,$11000000,$12118756,Low,$187400000,"Horror, Action, Fantasy, Science Fiction"
